"","Ed_SomeColl","Ed_Grad_Hs","Ed_SomeCollIf_Grad_Hs","Ed_SomeColl_se","Ed_Grad_Hs_se","Ed_SomeCollIf_Grad_Hs_se"
"1",0.302128751,0.5223941368,0.578354023746769,0.0073546628,0.0071276933,0.00440439509989891
"2",0.3092463092,0.5292207792,0.584342719247483,0.0074390969,0.0071110839,0.00450946925896564
"3",0.3276643991,0.5744010951,0.57044528970293,0.005973922,0.0057853215,0.00392022440052007
"4",0.3171704772,0.5778854972,0.548846577283511,0.0057651682,0.0056534929,0.00378350219782118
"5",0.3311268473,0.594278966,0.557190925885807,0.0058395516,0.0056251156,0.00393859341962641
"6",0.3265808132,0.5992290475,0.545001639293863,0.0056415579,0.0054649918,0.00382279098481599
